"date","state","smoothed_cases","smoothed_deaths","smoothed_pct_hh_cli_weighted","smoothed_pct_cmnty_cli_weighted","smoothed_pct_hh_fever_weighted","smoothed_pct_hh_sore_throat_weighted","smoothed_pct_hh_cough_weighted","smoothed_pct_hh_shortness_of_breath_weighted","smoothed_pct_self_fever_weighted","smoothed_pct_self_sore_throat_weighted","smoothed_pct_self_anosmia_ageusia_weighted","smoothed_pct_contact_covid_positive_weighted"
2020-04-14,"NM",89.4285714285714,3.85714285714286,0.8631,0,1.1647,8.0671,18.9291,6.0865,0.7242,7.1451,1.4946,0.7314
2020-04-14,"NV",113.428571428571,7,1.545,0,1.7706,8.8561,19.962,6.9816,1.502,7.1498,1.4347,0.9513
2020-04-14,"NY",7662.14285714286,773.428571428571,2.1091,0,2.5598,9.2086,19.2291,6.6216,1.6176,7.257,3.1156,2.9062
2020-04-14,"OH",849.142857142857,33.5714285714286,1.2364,0,1.5708,8.4719,20.1667,6.9805,1.0787,7.1211,1.5216,1.1541
2020-04-14,"OK",87.2857142857143,6.42857142857143,1.3794,0,1.7948,9.2317,22.2308,7.8966,1.4314,7.6102,1.7051,1.1597
2020-04-14,"OR",53.1428571428571,3.14285714285714,1.4193,0,1.8692,8.6936,19.0087,7.4322,1.3326,7.133,1.7861,0.9399
2020-04-14,"PA",1387.14285714286,114.714285714286,1.2101,0,1.5613,7.5811,17.5016,5.7221,1.0166,6.3873,1.4565,1.3194
2020-04-14,"RI",302,11.7142857142857,1.3056,0,1.4371,8.9287,16.2491,7.452,0.8812,7.3952,1.4916,1.5985
2020-04-14,"SC",142.857142857143,5.28571428571429,1.1218,0,1.3675,7.7587,20.0273,6.0473,1.0565,6.57,1.5698,1.1745
2020-04-14,"SD",116.857142857143,0.142857142857143,1.1884,0,1.5403,8.9363,19.3783,6.9369,0.7055,7.6648,1.0684,1.2297
2020-04-14,"TN",215.857142857143,6,1.225,0,1.5482,8.522,20.184,6.8221,1.064,7.2221,1.364,0.9231
2020-04-14,"TX",792.571428571429,29,1.1707,0,1.5311,8.7845,18.7136,6.3313,1.1232,7.2845,1.2902,0.8909
2020-04-14,"UT",120.714285714286,1.42857142857143,1.709,0,2.189,10.9845,21.693,7.2239,1.1985,8.5098,1.7445,0.8458
2020-04-14,"VA",463.285714285714,21.5714285714286,0.9633,0,1.3204,7.7742,18.4767,5.8246,0.929,6.8868,1.2391,0.8162
2020-04-14,"VT",9.71428571428571,1.42857142857143,1.3117,0,1.5314,7.5463,18.8209,6.4866,1.3297,6.7237,1.1175,0.5563
2020-04-14,"WA",244,19.4285714285714,1.1849,0,1.5525,9.206,19.4819,6.3143,1.089,7.9142,1.4793,1.1795
2020-04-14,"WI",162.285714285714,10.8571428571429,1.1475,0,1.4908,8.5496,19.2103,6.6188,1.0812,7.2178,1.3726,0.896
2020-04-14,"WV",38.5714285714286,2.42857142857143,1.2913,0,1.7431,8.354,20.9542,8.1658,1.1431,6.5153,1.6694,0.8746
2020-04-14,"WY",7.57142857142857,0.142857142857143,1.4313,0,1.7929,10.1735,21.6556,8.6237,1.5733,8.0528,2.0871,1.2334
2020-04-15,"AK",6.28571428571429,0,0.9097,0.9768,0.9947,9.3509,20.1708,5.6774,0.9283,7.7571,1.4272,1.2304
2020-04-15,"AL",196.285714285714,10.2857142857143,1.3245,0.5453,1.8024,8.9297,20.9885,7.1523,1.3402,7.5181,2.0136,1.2529
2020-04-15,"AR",109.142857142857,1.57142857142857,1.4542,0.5114,1.6525,8.5147,22.2358,7.8101,1.0285,7.271,1.8999,0.8221
2020-04-15,"AZ",206.428571428571,11.7142857142857,1.4981,0.4781,1.8697,8.3772,18.7075,6.7038,1.2165,6.8021,1.5207,1.1112
2020-04-15,"CA",1440.85714285714,76.8571428571429,0.9126,1.7284,1.229,7.9207,15.9017,4.9643,0.8232,6.5463,1.0681,0.7774
2020-04-15,"CO",358,22.1428571428571,1.6544,1.0949,2.0654,9.5258,19.0636,7.5268,1.6425,7.9555,1.794,1.3291
2020-04-15,"CT",910.142857142857,107.428571428571,1.6327,1.0451,1.9832,7.9842,16.0407,6.2932,1.098,6.5749,1.6426,2.052
2020-04-15,"DC",148.571428571429,6.42857142857143,1.258,0.8344,1.7724,8.4431,15.0755,4.7346,1.2818,7.2084,1.4723,1.8098
2020-04-15,"DE",143.571428571429,5.57142857142857,1.873,1.0358,2.2049,7.5689,17.012,6.0986,1.5823,6.4403,1.4204,1.8791
2020-04-15,"FL",891.571428571429,42.2857142857143,1.0954,0.9131,1.3726,7.3865,16.4749,5.5562,0.8602,6.1421,1.2012,0.8522
2020-04-15,"GA",753.714285714286,41.8571428571429,1.2824,0.9911,1.584,8.3967,20.3349,6.1366,1.1008,7.0204,1.4379,1.3746
2020-04-15,"HI",9.85714285714286,0.428571428571429,0.3075,0.7294,0.5226,5.2713,15.987,4.9085,0.442,4.6319,0.5185,0.5976
2020-04-15,"IA",248.857142857143,5.57142857142857,1.5197,0.9661,1.9958,8.8438,19.3391,6.476,1.1583,7.4755,1.5113,0.98
2020-04-15,"ID",32.5714285714286,1.71428571428571,1.3713,0.8868,1.768,9.353,20.2515,8.0331,1.4528,7.8573,1.4047,1.2124
2020-04-15,"IL",1401.71428571429,85.8571428571429,1.3946,1.3387,1.7431,8.0037,17.8325,6.0528,1.0973,6.4312,1.5057,1.4267
2020-04-15,"IN",516.571428571429,39,1.4175,0.7819,1.788,8.9844,20.7929,7.5626,1.1404,7.7082,1.8069,1.4574
2020-04-15,"KS",96.2857142857143,5.42857142857143,1.2445,0.7903,1.513,7.9453,19.3673,7.289,1.0978,6.8104,1.4542,1.1413
2020-04-15,"KY",140.428571428571,8.14285714285714,1.2108,0.5983,1.5472,8.44,21.778,7.5588,1.1613,7.3548,1.5373,0.8721
2020-04-15,"LA",476.571428571429,56,1.532,1.3579,1.823,8.4165,20.1877,6.3705,1.2692,6.6803,2.1062,2.2973
2020-04-15,"MA",1862.28571428571,143.428571428571,0.9925,0.636,1.3488,8.5401,17.1325,5.859,0.861,6.9781,1.5564,1.7425
2020-04-15,"MD",684.142857142857,50,0.8462,0.3546,1.1577,7.2461,17.4351,5.6277,0.7481,5.9222,1.3695,1.2223
